entity1,entity2,confidence,threshold,margin
1586738#Agent100-15,548572#Agent600-23,0.7008171922736296,0.7,0.0008171922736296411
1168541#Agent100-13,1337976-9003cadf-0b03-448a-8a4b-922650e3ee4a#http://id.loc.gov/rwo/agents/n97043721,0.7008253028575626,0.7,0.0008253028575626598
15460269#Agent700-27,590350#Agent700-34,0.7008305695737718,0.7,0.0008305695737718111
1428277#Agent700-24,590350#Agent700-34,0.7008305695737718,0.7,0.0008305695737718111
13930743#Agent100-10,5952439#Agent600-19,0.7008413299436488,0.7,0.0008413299436488275
10092619#Hub240-13-Agent,16044214#Agent700-41,0.7008758214956851,0.7,0.0008758214956851029
16044278#Agent700-32,660801#Hub240-16-Agent,0.7008772705577987,0.7,0.0008772705577987372
15423259#Agent100-11,15460269#Agent700-27,0.7008778626138776,0.7,0.0008778626138776779
1428277#Agent700-24,15423259#Agent100-11,0.7008778626138776,0.7,0.0008778626138776779
11317446#Agent700-35,16044362#Agent700-32,0.7008860737240995,0.7,0.0008860737240995453
325066#Agent100-14,9351602#Agent100-10,0.7008900831788835,0.7,0.0008900831788835051
12974399#Agent100-13,16044349#Agent700-32,0.700894719022224,0.7,0.0008947190222240442
1540#Agent700-25,733649#Agent100-14,0.7009044630804899,0.7,0.00090446308048997
10667020#Agent600-49,1238794#Agent100-14,0.7009407615379388,0.7,0.0009407615379388723
13933227#Agent100-10,7982080#Agent600-31,0.7009672555342187,0.7,0.000967255534218725
1540#Agent600-23,733649#Agent100-14,0.7009673686467531,0.7,0.000967368646753175
10092619#Agent700-32,16044366#Agent700-32,0.7009867229596313,0.7,0.0009867229596313143
13933222#Agent100-10,8050270#Agent600-29,0.7010067367261488,0.7,0.0010067367261488158
12143179#Agent700-37,16044214#Agent700-41,0.7010136556121617,0.7,0.0010136556121617124
12974399#Agent700-40,16044349#Agent700-32,0.7010570108624675,0.7,0.0010570108624675667
14910820#Agent100-10,9865064-04f8ac92-4122-4539-83d9-befbbf8758b5#http://id.loc.gov/rwo/agents/n80126106,0.7010644968583701,0.7,0.0010644968583701786
14910821#Agent100-10,9865064-04f8ac92-4122-4539-83d9-befbbf8758b5#http://id.loc.gov/rwo/agents/n80126106,0.7010644968583701,0.7,0.0010644968583701786
13933227#Agent100-10,9792627#Agent600-33,0.7010774004389657,0.7,0.0010774004389657588
12328111#Agent700-43,16044379#Agent700-34,0.7010946076476309,0.7,0.0010946076476309186
13932535#Agent100-10,7944085#Agent600-34,0.7010958789288574,0.7,0.00109587892885743
11270555#Agent700-38,16044349#Agent700-32,0.701101722601799,0.7,0.0011017226017990822
16044091#Agent700-32,9448298#Agent100-11,0.7011489995838194,0.7,0.0011489995838194211
12328111#Agent100-17,16044379#Agent700-34,0.70118016340052,0.7,0.0011801634005200734
12851240#Agent600-29,13931244#Agent100-10,0.7011933112314526,0.7,0.0011933112314526095
7914118#Agent100-10,9415348#Agent600-19,0.7012194739218214,0.7,0.0012194739218214234
12974399#Agent700-39,16044349#Agent700-32,0.7012201135921494,0.7,0.0012201135921494632
12974399#Agent700-38,16044349#Agent700-32,0.7012343140032351,0.7,0.0012343140032351485
13933225#Agent100-10,7932218#Agent600-24,0.7012500965351187,0.7,0.001250096535118761
6063389#Agent100-13,6731655#Agent100-13,0.7012561469717075,0.7,0.0012561469717075058
325066#Agent692-30,9351602#Agent100-10,0.7012725047157258,0.7,0.0012725047157258196
11257757#Agent700-67,16044363#Agent700-33,0.70127360669855,0.7,0.0012736066985500338
10092619#Hub240-13-Agent,16044366#Agent700-32,0.7012798441964659,0.7,0.0012798441964659846
16044141#Agent700-31,4127525#Agent700-31,0.7012815834407505,0.7,0.0012815834407505777
16044141#Agent700-31,4127525#Hub240-18-Agent,0.70129207532482,0.7,0.0012920753248200079
6077621#Agent100-14,996212#Agent700-22,0.701294176967563,0.7,0.0012941769675630654
11257757#Agent700-69,16044363#Agent700-33,0.7012986582850046,0.7,0.001298658285004639
16044141#Agent700-31,4127525#Agent700-30,0.7013059021715227,0.7,0.0013059021715227104
10667022#Agent600-49,1238794#Agent100-14,0.7013063103173909,0.7,0.001306310317390924
13932577#Agent700-33,8252556#Agent600-31,0.7013100061162748,0.7,0.0013100061162748533
15499602#Agent700-31,9507976#Agent100-11,0.7013184413542941,0.7,0.001318441354294153
12328111#Hub240-18-Agent,16044379#Agent700-34,0.7013261670755258,0.7,0.001326167075525797
15460269#Agent700-27,590350#Agent100-14,0.7013293307146022,0.7,0.0013293307146022837
1428277#Agent700-24,590350#Agent100-14,0.7013293307146022,0.7,0.0013293307146022837
1099434#Hub240-18-Agent,2957451#Agent700-18,0.7013420570070754,0.7,0.001342057007075459
548093#Agent100-18,6269446#Agent100-13,0.7013548318977343,0.7,0.001354831897734332
12328111#Agent700-42,16044379#Agent700-34,0.7013563638854953,0.7,0.0013563638854953153
4879684#Agent100-10,8237359#Agent100-8,0.701357092380116,0.7,0.001357092380116054
1166261#Agent100-13,9877781#Agent600-31,0.7013621423544444,0.7,0.0013621423544444289
13932529#Agent100-10,8252556#Agent600-31,0.701368118414809,0.7,0.0013681184148089942
13933225#Agent100-10,5542204#Agent100-11,0.7013713985767169,0.7,0.0013713985767169756
13930523#Agent100-10,8050270#Agent600-29,0.7013748383580775,0.7,0.0013748383580775014
11181487#Agent600-19,183486#Agent600-16,0.7013835689112267,0.7,0.0013835689112267069
12143179#Agent700-38,16044214#Agent700-41,0.7013866711895583,0.7,0.001386671189558375
16044141#Agent700-31,4127525#Agent700-32,0.7014017791584569,0.7,0.0014017791584569617
10092619#Agent100-12,16044366#Agent700-32,0.7014440584352237,0.7,0.0014440584352237718
1039598#Agent100-18,2103845#Agent600-21,0.7014502473730622,0.7,0.0014502473730622079
16044141#Agent700-31,4127525#Agent100-17,0.7014983492244967,0.7,0.0014983492244967644
16044363#Agent700-33,660801#Hub240-16-Agent,0.7015003358978837,0.7,0.0015003358978837866
15798230#Agent600-37,16087402#Agent100-9,0.7015077564643597,0.7,0.001507756464359744
12143179#Agent700-40,16044214#Agent700-41,0.701542743868039,0.7,0.0015427438680390981
15430740#Agent100-12,15460269#Agent700-27,0.7015811049967859,0.7,0.001581104996785987
1428277#Agent700-24,15430740#Agent100-12,0.7015811049967859,0.7,0.001581104996785987
14910820#Agent100-10,9865064-1557bf07-c106-4655-b80c-9bf9aa42190b#http://id.loc.gov/rwo/agents/n80126106,0.7015973872368207,0.7,0.0015973872368207909
14910821#Agent100-10,9865064-1557bf07-c106-4655-b80c-9bf9aa42190b#http://id.loc.gov/rwo/agents/n80126106,0.7015973872368207,0.7,0.0015973872368207909
1099434#Agent100-17,2957451#Agent700-18,0.701673516309788,0.7,0.00167351630978807
13933222#Agent100-10,7944085#Agent600-34,0.7016748399246348,0.7,0.0016748399246347967
15460269#Agent700-27,590350#Agent600-23,0.7016859072848085,0.7,0.0016859072848085521
1428277#Agent700-24,590350#Agent600-23,0.7016859072848085,0.7,0.0016859072848085521
13933227#Agent100-10,5952439#Agent600-19,0.7017314415528799,0.7,0.0017314415528799643
11284799-df5ffd9d-044a-4857-8f1d-4585bab7ff4c#http://id.loc.gov/rwo/agents/n89644560,16044363#Agent700-34,0.7017437649125464,0.7,0.0017437649125464638
10833844#Agent600-20,1338546#Agent100-14,0.7017451482309067,0.7,0.0017451482309067679
13932312#Agent100-10,8034847#Agent600-32,0.7017584270777094,0.7,0.0017584270777094568
11796153#Agent700-31,14910820#Agent100-10,0.7017683202993238,0.7,0.0017683202993238334
11796153#Agent700-31,14910821#Agent100-10,0.7017683202993238,0.7,0.0017683202993238334
2959831#Agent100-11,950941#Agent700-18,0.7017828672184744,0.7,0.0017828672184744265
16044363#Agent700-34,660801#Hub240-16-Agent,0.7017884292780913,0.7,0.001788429278091308
1586738#Hub240-16-Agent,878758#Agent600-26,0.701790656599187,0.7,0.0017906565991870904
2103845#Agent600-21,733649#Agent100-14,0.7017927214445661,0.7,0.0017927214445661033
123229#Agent600-20,13933228#Agent100-10,0.70185940326882,0.7,0.001859403268820059
15823219#Agent100-10,9350053#Agent100-11,0.7018924586445724,0.7,0.0018924586445724367
10636083#Agent700-24,13929515#Agent700-36,0.7019122974029772,0.7,0.00191229740297727
12143179#Agent700-39,16044214#Agent700-41,0.7019274009344949,0.7,0.0019274009344949494
12264451#Agent100-14,7440859#Agent100-9,0.7019411032506468,0.7,0.0019411032506468917
13933227#Agent100-10,6926491#Agent600-29,0.7019630366448621,0.7,0.0019630366448621928
1283431#Agent100-14,1337976-9003cadf-0b03-448a-8a4b-922650e3ee4a#http://id.loc.gov/rwo/agents/n97043721,0.7019781147418499,0.7,0.0019781147418499456
9525838#Hub240-12-Agent,9942683#Agent100-12,0.7019981188648543,0.7,0.001998118864854348
11063461#Agent100-12,14084806#Agent600-24,0.7019997877827856,0.7,0.0019997877827856447
16201990#Agent100-10,16203987#Agent100-10,0.7020167763926701,0.7,0.002016776392670172
1659505#Agent600-16,1764683#Agent100-12,0.7020717585683965,0.7,0.0020717585683965867
11985379#Agent700-29,16043963#Agent700-32,0.7020850331572958,0.7,0.0020850331572958014
11284799-df5ffd9d-044a-4857-8f1d-4585bab7ff4c#http://id.loc.gov/rwo/agents/n89644560,16044363#Agent700-33,0.7021381045808469,0.7,0.0021381045808469556
13932312#Agent100-10,5952439#Agent600-19,0.702164116261045,0.7,0.002164116261045068
14164641#Agent600-16,389509#Agent600-29,0.7021660733032825,0.7,0.0021660733032825563
11284799-df5ffd9d-044a-4857-8f1d-4585bab7ff4c#http://id.loc.gov/rwo/agents/n89644560,16044363#Agent700-32,0.7021761790315388,0.7,0.002176179031538883
4723691#Agent600-20,9148325#Agent600-22,0.7021898784386048,0.7,0.002189878438604853
16044363#Agent700-32,660801#Hub240-16-Agent,0.7022351651569133,0.7,0.0022351651569133546
13933228#Agent100-10,9792627#Agent600-33,0.7022504849891034,0.7,0.0022504849891034073
1099434#Hub240-18-Agent,730848#Agent100-15,0.7022521029678426,0.7,0.0022521029678426174
11304036#Agent700-40,16044277#Agent700-33,0.7022686861264262,0.7,0.002268686126426278
10972343#Agent600-19,1222331#Agent700-29,0.7023145444574377,0.7,0.0023145444574377283
16044214#Agent700-44,7732682#Hub240-13-Agent,0.7023163405039253,0.7,0.0023163405039253737
10793967#Agent600-19,12300390#Agent600-28,0.7023270187436664,0.7,0.0023270187436664758
10793967#Agent600-19,12300390#Agent600-29,0.7023270187436664,0.7,0.0023270187436664758
12851240#Agent600-29,13933294#Agent700-39,0.7023461974353702,0.7,0.002346197435370234
16044093#Agent700-33,4183202#Hub240-20-Agent,0.7023827442627957,0.7,0.002382744262795722
12851240#Agent600-29,13933228#Agent100-10,0.7023949065667259,0.7,0.0023949065667259184
16044093#Agent700-33,4183202#Agent700-36,0.7024192403924773,0.7,0.0024192403924773176
1586738#Agent100-15,878758#Agent600-26,0.7024201663509242,0.7,0.0024201663509242355
15837944#Agent100-9,9350053#Agent100-11,0.7024308049119236,0.7,0.002430804911923601
13933227#Agent100-10,7944085#Agent600-34,0.7024552597509445,0.7,0.002455259750944516
325066#Agent100-14,9351674#Agent100-10,0.7024555848168075,0.7,0.002455584816807521
16044093#Agent700-33,4183202#Agent100-19,0.7024577075498721,0.7,0.002457707549872179
11284799-4dedd0c6-78ec-42e0-b0c1-37d6f33dcdea#http://id.loc.gov/rwo/agents/n85006195,16044363#Agent700-34,0.7024840210755592,0.7,0.0024840210755592285
11304036#Agent700-40,16044363#Agent700-33,0.702485360614194,0.7,0.002485360614194021
11304036#Agent700-39,16044277#Agent700-33,0.7024952748893804,0.7,0.0024952748893803944
2837456#Agent800-23,9351674#Agent100-10,0.7025005264021611,0.7,0.0025005264021611406
16044093#Agent700-33,4183202#Agent700-35,0.7025284199893332,0.7,0.002528419989333286
117097#Agent600-20,13933229#Agent100-10,0.7025311099292468,0.7,0.0025311099292468775
12383778#Agent700-33,13578901-ffafdc54-ec8d-4fa6-bc5a-3344f3aac1d9#http://id.loc.gov/rwo/agents/n93030979,0.7025373985472436,0.7,0.0025373985472436633
10726237#Agent600-20,3962535#Agent100-10,0.7025409396389376,0.7,0.002540939638937645
15798230#Agent700-71,16087402#Agent100-9,0.7025434416453478,0.7,0.0025434416453478104
15907913#Agent600-33,2364111#Agent600-22,0.7025529803937578,0.7,0.002552980393757842
16044093#Agent700-33,4183202#Agent700-37,0.7025712613195264,0.7,0.002571261319526452
16036257-434a482d-d7b0-4cd2-8dfe-62aeeb9b0494#http://id.loc.gov/rwo/agents/n79067862,16087402#Agent100-9,0.7025881552142326,0.7,0.0025881552142326125
16044214#Agent700-44,7732682#Agent700-28,0.702600328464405,0.7,0.002600328464405055
7400657#Agent600-21,9415348#Agent600-19,0.702607931497606,0.7,0.0026079314976060752
16044214#Agent700-44,7732682#Agent700-29,0.7026339895171989,0.7,0.0026339895171989536
2837456#Agent700-21,9351674#Agent100-10,0.702638056145846,0.7,0.0026380561458460017
10812607#Agent600-64,3486863#Agent700-20,0.7026613208992365,0.7,0.002661320899236541
10721964#Agent600-19,11028840#Agent600-21,0.7026709587527649,0.7,0.002670958752764907
9525838#Agent100-11,9942683#Agent100-12,0.7026738041190642,0.7,0.0026738041190642603
13768092-6084cd1b-dd34-4dab-be22-d4d6881f3f63#http://id.loc.gov/rwo/agents/n80038441,9351602#Agent100-10,0.7026816053171137,0.7,0.0026816053171137
15907913#Agent600-33,7803522#Agent100-13,0.7026895297949863,0.7,0.0026895297949863783
13932650#Agent100-10,5542204#Agent100-11,0.7026954573891374,0.7,0.0026954573891374567
548572#Agent600-23,996594#Agent100-16,0.7027191716473301,0.7,0.002719171647330154
10972343#Agent600-19,1180165#Agent600-21,0.70275679403567,0.7,0.002756794035670085
11774403#Agent700-30,16044214#Agent700-44,0.7027596626594664,0.7,0.0027596626594664775
11304036#Agent100-18,16044277#Agent700-33,0.7027741948101867,0.7,0.002774194810186703
12819212#Agent700-24,1722356#Agent100-12,0.7027880393531049,0.7,0.0027880393531048986
12851240#Agent600-29,13933227#Agent100-10,0.7027911992060266,0.7,0.002791199206026662
11304036#Hub240-19-Agent,16044277#Agent700-33,0.7028160859623614,0.7,0.002816085962361492
12976564-1b23ade9-fbd0-44c8-920a-3051e3987c36#http://id.loc.gov/rwo/agents/nr94030053,15537371#Agent100-11,0.7028297228759934,0.7,0.002829722875993479
16044091#Agent700-32,4183202#Agent700-37,0.702836616237661,0.7,0.0028366162376610715
1271161#Agent100-13,15510308#Agent100-11,0.7028470908090791,0.7,0.002847090809079189
10721964#Agent600-19,11449955#Agent100-11,0.7028518569835971,0.7,0.002851856983597134
1039598#Hub240-19-Agent,8463551#Agent600-22,0.7028537173283809,0.7,0.0028537173283809114
11304036#Agent700-38,16044277#Agent700-33,0.7028630550249249,0.7,0.0028630550249248987
11284799-4dedd0c6-78ec-42e0-b0c1-37d6f33dcdea#http://id.loc.gov/rwo/agents/n85006195,16044363#Agent700-32,0.7028766069892841,0.7,0.0028766069892841584
16044091#Agent700-32,4183202#Agent700-36,0.7029094256821837,0.7,0.002909425682183775
2837456#Agent100-12,9351674#Agent100-10,0.7029110231975099,0.7,0.00291102319750991
11069530#Hub240-10-Agent,16044349#Agent700-32,0.7029258777224452,0.7,0.002925877722445236
11284799-4dedd0c6-78ec-42e0-b0c1-37d6f33dcdea#http://id.loc.gov/rwo/agents/n85006195,16044363#Agent700-33,0.7029357030930881,0.7,0.0029357030930881045
2955873#Agent100-13,6063390#Agent100-13,0.7029615818849917,0.7,0.0029615818849917375
16044091#Agent700-32,4183202#Agent700-35,0.7029685613193497,0.7,0.0029685613193497495
13932627#Agent100-10,5542204#Agent100-11,0.7029719184812894,0.7,0.002971918481289415
15807322-5fbbbdd1-5ddb-4e42-a8eb-b3cd3c81b87e#http://id.loc.gov/rwo/agents/n79082217,16124651-50909e75-48f5-44f9-a1b3-f8365870333a#http://id.loc.gov/rwo/agents/nr97036515,0.7029727897378776,0.7,0.0029727897378776236
555831#Agent600-23,9642644#Agent100-11,0.7029792604464812,0.7,0.0029792604464812245
11304036#Agent700-40,16044278#Agent700-32,0.7030016316848354,0.7,0.0030016316848354707
16044214#Agent700-44,7732682#Agent100-12,0.7030155372432288,0.7,0.003015537243228894
1099434#Agent100-17,730848#Agent100-15,0.7030182233925948,0.7,0.003018223392594832
16044091#Agent700-32,4183202#Agent100-19,0.703030149234881,0.7,0.0030301492348810966
13932312#Agent100-10,7932218#Agent600-24,0.7030371522416481,0.7,0.0030371522416481334
1337976-9003cadf-0b03-448a-8a4b-922650e3ee4a#http://id.loc.gov/rwo/agents/n97043721,1419636#Agent100-14,0.7030446052593502,0.7,0.0030446052593502415
325066#Agent692-30,9351674#Agent100-10,0.7030622940660934,0.7,0.003062294066093485
2204372#Agent700-20,4616620#Agent100-17,0.7030800871640327,0.7,0.003080087164032741
11304036#Agent700-39,16044278#Agent700-32,0.7030888131363794,0.7,0.0030888131363794313
16044091#Agent700-32,4183202#Hub240-20-Agent,0.7031050786169811,0.7,0.0031050786169811717
10956484#Agent700-53,10995602#Agent700-30,0.7031061646626896,0.7,0.0031061646626896477
1499362#Agent700-20,5610980#Agent700-23,0.7031143875380848,0.7,0.003114387538084795
10833844#Agent600-20,1338546#Agent692-20,0.7031163856727738,0.7,0.003116385672773836
10833844#Agent600-20,1338546#Agent692-21,0.7031163856727738,0.7,0.003116385672773836
11069530#Hub240-10-Agent,6255540#Agent600-22,0.7031508356222385,0.7,0.0031508356222385014
11190224#Agent600-43,15498234#Agent700-32,0.7031719012034958,0.7,0.003171901203495864
10833844#Agent600-20,15835238#Agent600-26,0.703172695153221,0.7,0.00317269515322105
11304036#Agent700-39,16044405#Agent700-37,0.7031779121435247,0.7,0.003177912143524697
12927514-f5cc2270-1cf7-41e4-8d06-2314b2764b49#http://id.loc.gov/rwo/agents/nr94030053,15537371#Agent100-11,0.7032007026794297,0.7,0.0032007026794297344
11304036#Hub240-19-Agent,16044363#Agent700-33,0.7032297970271356,0.7,0.0032297970271356613
10636083#Agent600-19,1620940#Agent600-24,0.7032318111079819,0.7,0.0032318111079819856
11808235#Agent100-11,8237359#Agent100-8,0.7032462226432186,0.7,0.0032462226432186103
3102224#Agent600-22,9350053#Agent100-11,0.7032505031098708,0.7,0.0032505031098708503
16044214#Agent700-43,7732682#Hub240-13-Agent,0.7032676504466482,0.7,0.0032676504466482292
13768092-6084cd1b-dd34-4dab-be22-d4d6881f3f63#http://id.loc.gov/rwo/agents/n80038441,9351674#Agent100-10,0.703299761519561,0.7,0.0032997615195610175
13933222#Agent100-10,8252556#Agent600-31,0.7033089725105669,0.7,0.003308972510566943
10818435#Agent692-26,6283035#Agent100-13,0.7033376509443869,0.7,0.003337650944386983
10658209#Agent600-19,718167#Agent600-22,0.7033470927748697,0.7,0.0033470927748697754
10710414#Agent600-19,11009041#Agent700-26,0.7033543637680877,0.7,0.0033543637680877314
11270555#Agent700-38,16044405#Agent700-37,0.7033573232013716,0.7,0.0033573232013716092
2837456#Agent800-23,9351602#Agent100-10,0.7033652614752584,0.7,0.0033652614752583965
11808235#Agent100-11,8237363#Agent100-8,0.7033763157540927,0.7,0.003376315754092696
11985379#Agent700-29,16044093#Agent700-33,0.703394725571889,0.7,0.0033947255718890235
11759409#Agent600-17,14910820#Agent100-10,0.7034058257115755,0.7,0.0034058257115755497
11759409#Agent600-17,14910821#Agent100-10,0.7034058257115755,0.7,0.0034058257115755497
