hash,string,length,frequency,field_count
72c325c4966b07dc1b5fee4c010259d7,"Fox, Charles James, 1749-1806--Caricatures and cartoons; Sheridan, Richard Brinsley, 1751-1816--Caricatures and cartoons; Burke, Edmund, 1729-1797--Caricatures and cartoons; Hastings, Warren, 1732-1818--Impeachment; Hastings, Warren, 1732-1818--Caricatures and cartoons; Carriages & coaches; Demons; Satires (Visual works)--England--1786; Etchings--England--London--1786",370,1,1
e6e19f3c5ce07b4f83b12c668eb658d5,"Spencer, Herbert, 1820-1903--Views on religion; Harrison, Frederic, 1831-1923--Views on religion; Harrison, Frederic, 1831-1923; Religion; Gray, Bradford H., 1942---Ownership",174,1,1
e426ccd166291b49444142abee31bb0c,"Gray, Bradford H., 1942---Ownership",35,1,1
9c57af4c8fe282232e023abb681b9ce0,Literature--History and criticism; Gay men--Social life and customs; Gay men--Intellectual life; Literature,107,1,1
c0b85cad910f84ae2f3b7fb5ea0bd37b,"Sheridan, Richard Brinsley, 1751-1816--Caricatures and cartoons; Barère, B. (Bertrand), 1755-1841; Republicanism; Satires (Visual works)--England--1794; Soft-ground etchings--England--London--1794; Eldon, John Scott, Earl of, 1751-1838--Ownership; Sayers, James, 1748-1823--Ownership",284,1,1
9b7261eee8990130534955ccd347921a,Unitarianism--Great Britain--Controversial literature,53,1,1
7a60af689a79c78148e7290b3dfa8683,"Price, Richard, 1723-1791. Observations on the nature of civil liberty; United States--Politics and government--Revolution; United States--History--Revolution, 1775-1783--Causes",177,1,1
83d6708322357d3395fb5a3a8aad5e54,Christian ethics,16,1,1
a67e17cc9726c2d67c7948a8ebaa3342,"Sonatas (Cello and piano); Sonatas (Cello and piano), Arranged; Variations (Cello and piano), Arranged",102,1,1
2e0d78bb19acb856413fcfa71fe8a213,"Browning, Elizabeth Barrett, 1806-1861--Criticism and interpretation",68,1,1
8ea66aecb635fbb4d390ce8bc2a12279,China--History; China--Biography,32,1,1
10ece501cafc2bd830f22f1eff7d8c87,"White, Edmund, 1940-; Portrait photography--France; Authors, French--Portraits; Coffeehouses--France--Paris--Pictorial works; Restaurants--France--Paris--Pictorial works; Writers in Cafés - Photographs; Palmquist, Peter E.--Ownership",234,1,1
a5ba29614898c2be37aaa2f92e404ac9,Church of England. Province of Canterbury. Convocation.,55,1,1
dd40ae25c938d23191c63a0dade64333,Brit Tracts--1762; Great Britain--Politics and government--1760-1789,68,1,1
8514abfaf18eefe1ce9af41f8383153c,Bacteriology--History,21,1,1
2a611b723522f42f68b0d6c5780b1da1,Bacteriology--history,21,1,1
155d92eac24a1cf20e3b6409b13221ee,Public health--History,22,1,1
e72d0c6b2f0ff1677626abd2737b3d6c,"Medicine--History; Fulton, John F. (John Farquhar), 1899-1960--Ownership",72,1,1
61c58d2c67e287657112e813c8eb3bcd,African trypanosomiasis--Uganda; Epidemic encephalitis--Uganda,62,1,1
719796c0b5ab5d924bd9172f4bf237a9,"Schneider, Karl, 1892-1945--Exhibitions",39,1,1
8ae4dedc1618b9d39086f8b7d40a69fe,Brit Tracts--1754,17,1,1
eb7347f1e45db0843d225239ff559e05,"Kelley, Mike, 1954-2012--Interviews",35,1,1
5ef74d9f1179d18152425c5e95fb087e,Brit Tracts--1644,17,1,1
a97f5ff1c100954b0a9351f347b89134,Church work with the poor--Chile,32,1,1
4fdf1d27a4cb1d3fb028c08320b4d29,Church growth--Asia; World Christianity,39,1,1
75e0662e3ff726e19687bc9c9578284f,"Science fiction--History and criticism; Buchan, John, 1875-1940--Criticism and interpretation; Lovecraft, H. P. (Howard Phillips), 1890-1937--Criticism and interpretation; Wells, H. G. (Herbert George), 1866-1946--Criticism and interpretation",242,1,1
238579f588eddbb2a868eb50ef53495a,"Spy stories, English--History and criticism; English fiction--20th century--History and criticism; Buchan, John, 1875-1940--Criticism and interpretation; Le Carré, John, 1931-2020--Criticism and interpretation",210,1,1
81a74b2bec9450a483b8eac7e63cdcac,"Abbe, Elfriede Martha, 1919--Autograph; Prometheus (Greek deity)--Drama",71,1,1
384225437ae47e184352bddd381a7c57,"Stockholder, Jessica, 1959---Exhibitions",40,1,1
cebc9cd3d4e35620cb54e430f7c6ed36,"Gardening--Dictionaries; Botany--Dictionaries; Synge, Sophia--Autograph, 1764; Coulter, Francis C.--Autograph",109,1,1
e27e01700c5caacaeab88eb8a30405be,Socialists--Great Britain--Biography; Utopian socialism--Great Britain--History--19th century,93,1,1
37a5849f5f7e82d5034bba4af060e8e5,"Magic tricks; Artists' books--United States; Ligon, Glenn, 1960---Autograph; Celmins, Vija, 1939---Autograph; Ladda, Justen, 1953---Autograph; Hammond, Jane, 1950---Autograph; Taaffe, Philip, 1955---Autograph; Wegman, William--Autograph; Jay, Ricky--Autograph",259,1,1
4a72b2822b6ef14a8670a8f5b0d521d8,Brit Tracts--1674,17,1,1
32845afb83d64fead45add90128526ee,"Sparks, Jared, 1789-1866; First Independent Church (Baltimore, Md.).; Massachusetts. Boston. 1821.; Unitarianism",112,1,1
d4fe5dcc441b7dc232a94c297a67b9a4,Ramsgate (England)--Pictorial works; Margate (England)--Pictorial works; Broadstairs (England)--Pictorial works; Kent (England)--Pictorial works; Aquatints--1809; Chron--1809; Ramsgate--Imprints--Specimens--1809; P. Burgess Library--Publisher,242,1,1
9600514fd86fb4b24d48247a606053d1,"Istanbul (Turkey)--Description and travel--Early works to 1800; Turkey--Description and travel--Early works to 1800; Turkey--Antiquities--Early works to 1800; Aegean Islands (Greece and Turkey)--Description and travel--Early works to 1800; Aquatints--1797; Chron.--1797; T. Cadell Junr. & W. Davies--Publisher; Bensley, T.--Printer; Temple, John--Bookplate. (BAC,RB copy 1); Dallaway, James--ALS, July 30, 1796. (BAC,RB copy 2); Dallaway, James--ALS from John Brand, March 19, 1802. (BAC,RB copy 2); Brand, John--ALS to James Dallaway, March 19, 1802. (BAC,RB copy 2); Liston, Robert--ALS Sept. 1, 1794. (BAC,RB copy 2); Bute, John Stuart, 1st Marquess of, 1744-1814--ALS July 30, 1796. (BAC,RB copy 2); Dalloway, James--Provenance. (BAC,RB copy 2); Fleming, Lindsay--Provenance. (BAC,RB copy 2); Clarke, Edward, Rev. (BAC,RB copy 2); Otter, W., Rev. (BAC,RB copy 2); Aquatints--Hand-colored--1797",897,1,1
63b5f1529c7566897477c4939b95b15a,"Portugal--History; Portugal--Description and travel; Aquatints--Hand-colored--1818; Chron.--1818; Engraving, Colored--Specimens--1818; Cadell, T.--Publisher; Davies, W.--Publisher; W. Bulmer and Co--Printer",206,1,1
4352e3128537d408b94c85f9fbca0009,"Moravian Church--Missions; Missions--South Africa; South Africa--Description and travel; Chron.--1818; Engraving--Specimens--1818; Seeley, L. B.--Publisher; Ackermann, R.--Publisher; M'Dowall, W.--Printer; Foster, Margt. Eleonora--Provenance; Aquatints--Hand-colored--1818",272,1,1
f5e507c611820f48f80e828af2cde527,Oboe and piano music--Scores and parts,38,1,1
607e7c05ef6e22b6894f6c7f6f587900,Brit Tracts--1708,17,1,1
eb9777a8de20a7d487646db53ee1b7d3,Band music,10,1,1
81db4bb3faf4380d99f712aa5f454097,Saxophone and piano music--Scores and parts,43,1,1
79fd6d49c00b366d3264360d6a72dbdf,"Acker, Susan, 1946-",19,1,1
9bc8811c94130470e417997c4e6efd46,Peak District (England),23,1,1
d24c728410bfc90f39537a0a2f4c307e,Sussex (England)--Guidebooks,28,1,1
e00b77f048668c8c17b5a879227585b0,Moncrieff. Brief account of the elections in the north of Britain; Brit Tracts--1708,84,1,1
968526f779a3ffe2f58216924161e4b,New Harmony (Ind.)--History; Harmony Society,44,1,1
74d16a6bd1fb9336ee80e6936fb3f385,Friendship--Juvenile fiction,28,1,1
f60e6cd07b2be93bb8cff6d89c67817,"China--History--Song dynasty, 960-1279--Anecdotes",49,1,1
5ae048cb1ce9ef63a986711723f5e000,"Dogma, Development of--History; Catholic Church--Doctrines--History; Newman, John Henry, 1801-1890. Essay on the development of Christian doctrine; Bossuet, Jacques Bénigne, 1627-1704",184,1,1
138e893e2758858b4e9967b227539e02,"Brit Tracts--1706; Atterbury, Francis, 1662-1732",48,1,1
caa69db3f71e86cc25a9ff06af0fe5ba,"Jews--Intellectual life; Judaism--20th century; Scholem, Gershom, 1897-1982; Ozick, Cynthia--Criticism and interpretation; American literature--Jewish authors--History and criticism",181,1,1
c1acfd859dd855608df51a4fd1c4e944,American fiction--Women authors--History and criticism; American fiction--Women authors--Bio-bibliography; Women and literature--United States,142,1,1
7c344e21833c75e43abcba4098406017,Brit Tracts--1791,17,1,1
a0d01f25638b3e63ba364cb3e7eda41b,"Buttivant, Samuel. Brief discovery of a thresfold estate of Anti-Christ; Brit Tracts--1653",90,1,1
78932aa9badf8dc7c5a670f4bea0cdfb,"Christian literature, Early; Theology--Early works to 1800; Theology--History--Early church, ca. 30-600",103,1,1
2acbc31cde9163dcb31d5d5dfa8de952,Church of England--Doctrinal and controversial works; Catholic Church--Controversial literature; Catholic Church--Doctrines,123,1,1
d85aae338821508589d39ee51ccc16ce,Brit Tracts--1710,17,1,1
101722424ada74d1c59a4fef4ae57c38,"Rowlandson, Thomas, 1756-1827; Rowlandson, Thomas",49,1,1
2e869ef26d5b90af2b4a7192c02b884d,"Rexroth, Kenneth, 1905-1982--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence; Publishers and publishing--United States--Correspondence; Authors and publishers--United States--History--20th century; Laughlin, James, 1914-1997; Rexroth, Kenneth, 1905-1982; Authors and publishers; Poets, American; Publishers and publishing; United States; 1900-1999; Knabb, Ken--Ownership",428,1,1
59d620bf4b270fb51a0ac4f3723f8368,"Rexroth, Kenneth, 1905-1982--Correspondence; Laughlin, James, 1914-1997--Correspondence; Poets, American--20th century--Correspondence; Publishers and publishing--United States--Correspondence; Authors and publishers--United States--History--20th century; Rexroth, Kenneth, 1905-1982; Authors and publishers; Poets, American; Publishers and publishing; United States; 1900-1999; Knabb, Ken--Ownership",400,1,1
2fb4c5c102716ce14ccacb58110ecac9,Methodism--History,18,1,1
6c7176b16cdac215c806230aa0c5e3cc,"Wu, Han, 1909- Jin Ping Mei yu Wang shizhen. 1978; Wu, Han, 1909- 金瓶梅與王世真. 1978",79,1,1
cdaa5e1a71ca77e39511b0f104bc4129,"Wu, Han, 1909- Hai Rui ba guan; Hai, Rui, 1514-1587--Drama",58,1,1
cb8e96fb570482976b05f70bd9b363fd,"Blackall, Offspring, 1654-1716. Divine institution of magistracy; Brit Tracts--1709",83,1,1
5ad1a18279d75d674bb205ccc2dfd85,Bible--History of Biblical events,33,1,1
13c22de5038e80234f074f96cf62e338,Songs with piano,16,1,1
59d92864f6b9a526741afacd9cd4198e,"Education; Washington, D.C. 1820",32,1,1
f42daaf108b18ecf06ea7f50e037870d,United States--Politics and government--1775-1783; Pennsylvania. Philadelphia. 1785.,84,1,1
4ff13f490cd6f21cd814d5f39580d091,United States--Politics and government--1861-1865; Secession--Southern States; Politics and government; Secession; Southern States; United States; 1861-1865; Campaign literature--1864--Republican,195,1,1
8aea9f1111c9126b6816cabc364a32e6,"Almanacs, American--Rhode Island; Rhode Island. Providence. 1767.",65,1,1
97b5a4775ad7655b82e430abeb040d14,Brit Tracts--1663,17,1,1
4db08f43802567049c9bbc1a61825c4b,Literary style; Music; Aesthetics,33,1,1
92ae61035f71974b95f7f2d0a89a0be2,"Painting, British--Exhibitions; Sports in art",45,1,1
2e846502721a03c334712d7f346446c,"Tariff--United States--Speeches in Congress; United States--Politics and government--1829-1837; Beardsley, Samuel, 1790-1860--Ownership; Day, Clive, 1871-1951--Ownership",169,1,1
1fca21a8af509d3a146ce76de85fa396,Booksellers' labels (Provenance)--William George's Sons,55,1,1
fdfb33301319467a75bd6022881ea088,"Abert, John James, 1788-1863; Audubon family; Audubon, John James, 1785-1851; Audubon, John Woodhouse, 1812-1862; Audubon, Lucy Green Bakewell, 1788-1874; Audubon, Victor Gifford, 1809-1860; Bachman, John, 1790-1874; Baird, Spencer Fullerton, 1823-1887; Bakewell, Thomas Woodhouse, 1861-1909; Bakewell, William Gifford; Bonaparte, Charles Lucian, 1803-1857; Fleming, William, 1791-1866; Harlan, Richard, 1796-1843; Harris, Edward, 1799-1863; Havell, Robert, 1793-1878; Heppenstall, Rayner, 1911-1981; Howe, Hezekiah, 1775-1838; Kidd, John Bartholomew; Morton, Samuel George, 1799-1851; James Munroe and Company; Smith, English & Co; Birds--North America; Booksellers and bookselling--Connecticut--New Haven; Mammals--United States; Natural history--United States; Ornithologists--United States; Publishers and publishing--Connecticut--New Haven; Publishers and publishing--Massachusetts--Boston; Publishers and publishing--Pennsylvania--Philadelphia; Wildlife artists--United States",982,1,1
4cd4f426d861e44085a674e5fd4b5563,Brit Tracts--1690,17,1,1
3ed78a94dbfec6772d821d8983f1f757,Elocution; Massachusetts. Boston. 1807.; G. & C. Merriam Company--Stamp,71,1,1
2c8b6aec342d844b897a751905157854,"Elocution; Webster, Noah, 1758-1843--Portraits; Massachusetts. Boston. 1802.; G. & C. Merriam Company--Stamp; Gay, Alden--Autograph",131,1,1
f113dd04e66aca44300498bcc0f4d9e8,"Massachusetts. Worcester. 1794.; Greenwood, Charles--Autograph",62,1,1
e8e44cdf3e6fed8bd4bc1036e148d292,"Dialogues, English--Periodicals--Early works to 1800; Satire, English--Periodicals--Early works to 1800; Periodicals--England--17th century",139,1,1
7329784e8f17c7516ae6d78964b979ad,"Puritans--Doctrines; Justification (Christian theology); Sin, Original; Bellamy, James, of St. John's College, Oxford--Bookplate",128,1,1
a19e9c26cd0f08409ab9e52e52c6a225,England--Social life and customs; France--Social life and customs,65,1,1
7323bf56b77507d82a397dfca09b1ba1,"Mallarmé, Stéphane, 1842-1898; Concrete poetry, Brazilian",59,1,1
4e28ebab9b4d32617bf696ffa2bb7261,"Bible. Timothy, 1st, IV, 15--Sermons; Thayer, Christopher T. (Christopher Toppan), 1805-1880; Annotations--19th century; Amer tracts--1830; Brinley, George, 1817-1875--Ms. notes",177,1,1
7c7f80f3d0b45eba4535c6d6724b6b3a,"Frankenstein, Victor (Fictitious character)--Drama; Frankenstein's Monster (Fictitious character)--Drama; Monsters--Drama; Feature films; Frankenstein films; Horror films",170,1,1
acdb75e9059771e1215f055c21cc056d,"Vogl, Johann Michael, 1768-1840; Music--Austria--Vienna--History and criticism",78,1,1
4ca6450bd8b315b6b3b7d2a14d7cb595,"Concrete poetry, Brazilian; Concrete poetry, Brazilian--History and criticism; Brazilian poetry--20th century--History and criticism",132,1,1
91f66dcb56e94e82136f8be6d31503eb,Literature--History and criticism; Culture,42,1,1
4fce3d513f868b4f79bdf5e9bff77251,"Ming Taizu, Emperor of China, 1328-1398; 明太祖, Emperor of China 1328-1398; China--Kings and rulers--Biography",108,1,1
756b44f536b610a82f3273238df8c0ec,"Pastoral theology--Unitarian churches--Sermons; Unitarian churches--Clergy--Sermons; Revivals--Sermons; Enthusiasm--Religious aspects--Christianity--Sermons; Brinley, George, 1817-1875--Ownership",195,1,1
205c35eb0a563e7c382afd8da31c9881,"Bible. Titus, I, 1--Sermons; Paul, the Apostle, Saint--Sermons; Willard, Samuel, 1775-1859; Ordination sermons; Brinley, George, 1817-1875--Ownership; Amer tracts--1807",168,1,1
462932845007782695492994f1dd1c52,"Strauss, Richard, 1864-1949--Discography",40,1,1
aa9f2ca65a4e7a4bda2a7f8a278c4d6c,"Morocco--Description and travel; Tombouctou (Mali)--Description and travel; Aquatints--1809; Chron.--1809; Bulmer, W.--Printer; Wharncliffe, Edward Montague Stuart Granville Montague Stuart Wortley Mackenzie, 1st Earl of, 1827-1829--Bookplate; Aquatints--Hand-colored--1809",273,1,1
65dc24ad1d6a9aa114365e36a4a055c5,"Audiometry, Speech; Hearing Tests; Hearing Disorders--diagnosis",63,1,1
2395ea4a5135564106f959e805a8afe9,Eye--Refractive errors--United States--Statistics; Eye--Movement disorders--United States--Statistics; Health surveys--United States,132,1,1
78de6fc3a470ed69c3194abd929fe418,Tuberculin test--United States--Statistics; Health surveys--United States,73,1,1
e93dc14f66de4e140c6ee920a00c2e51,Pediatric dermatology--United States--Statistics; Acne--United States--Statistics; Youth--Diseases--United States--Statistics; Health surveys--United States; Acne Vulgaris--Adolescence; Skin Diseases--Adolescence; Acne Vulgaris--epidemiology--United States; Skin Diseases--epidemiology--United States,300,1,1
54403b31376a60420b20375d7e2c556a,"Allan, Thompson; Benning, Henry L. (Henry Lewis), 1814-1875; Bragg, Thomas, 1810-1872; Cooper, Douglas Hancock, 1815-1879; Cowdin, V. G., Mrs. (Virginia Georgia), 1818-1882; Cruger, Lewis; Davis, Jefferson, 1808-1889; Drinkard, Wm. R. (William R.); Elmore, E. C.; Harrison, Burton Norvell, 1838-1904; Hunter, R. M. T. (Robert Mercer Taliaferro), 1809-1887; Longstreet, James, 1821-1904; Mahone, William, 1826-1895; Mallory, Stephen R. (Stephen Russell), 1813-1873; Memminger, C. G. (Christopher Gustavus), 1803-1888; Morris, Charles Manigault; Randolph, George Wythe, 1818-1867; Reagan, John H. (John Henninger), 1818-1905; Roane, A.; Rodes, Robert Emmett, 1829-1864; Seddon, James A. (James Alexander), 1815-1880; Williams, John S. (John Stuart), 1818-1898; Florida (Cruiser); Wachusett (Steamer); Chickasaw Indians--Government relations; Choctaw Indians--Government relations; Flags--Confederate States of America; Women spies--Confederate States of America; Confederate States of America--Foreign relations; Confederate States of America--History--Civil War, 1861-1865; Confederate States of America--Politics and government; Confederate States of America; United States--History--Civil War, 1861-1865",1204,1,1
915101dbaeb90f2be865eb0ef0f45374,Wesleyan Methodist Church--History; Newcastle upon Tyne (England). Orphan-House.; Methodism--History,100,1,1
6832b9828aa6f87c1eba704fde6573c,"Strauss, Richard; Strauss, Richard, 1864-1949--Discography",58,1,1
ddd56ee8ab8780e042856ab560e58796,"Cunha, Euclides da, 1866-1909. Sertões; Cunha, Euclides da, 1866-1909--Literary art",84,1,1
684ca1646aa9e047b0eacb8a8a3b3257,"Cooper, James Fenimore, 1789-1851--Criticism and interpretation; Historical fiction, American--History and criticism; Frontier and pioneer life in literature",157,1,1
132b449c9cfd087c86c4bf4011a8e2dc,"Spengler, Oswald, 1880-1936; Civilization--Philosophy; History--Philosophy",74,1,1
43f8fd581ca816d67941afdfa2031b7c,"Sheridan, Richard Brinsley, 1751-1816. School for scandal; English drama (Comedy)--History and criticism; Theatre Royal, Drury Lane (London, England)",149,1,1
2a0c6d1e4c1e425c987780a456b3bc11,Great Britain--Politics and government--1760-1820,49,1,1
8e722f8dba14654b6c1345e062ff80c,"Hughes, Thomas Lowe, 1925---Autograph",37,1,1
218ffec0f83720e3153582c51215180f,Political science,17,1,1
ef67be852961e596ad918a7a4c4de6b4,"World War, 1914-1918--Diplomatic history",40,1,1
4a3919abc9277c71e9e3a4fa87f74fab,"Cooper, James Fenimore, 1789-1851. Prairie",42,1,1
ca7814c472cb73231e79094fa3222b29,"Joyce, James, 1882- Ulysses",27,1,1
844875b9ce2ccb34178520e7f5753db9,"Faulkner, William, 1897-1962--Interviews; Novelists, American--20th century--Interviews",87,1,1
7e9a1fe8eb355cbe70a6ffe98dccd03b,"Faulkner, William, 1897-1962. Sanctuary; Faulkner, William, 1897-1962--Manuscripts; Manuscripts, American; Faulkner, William. Sanctuary; Faulkner, William--Manuscripts; Fiction in English; American writers; Faulkner, William; Sanctuary; Textual criticism",254,1,1
cee223e2b70d11d31ca0a2254efeed4,Casuistry; Christian sociology,30,1,1
2c564d857bea43e1713afada814affb1,"Perspective--Early works to 1800; Architecture--Early works to 1800; Architecture--Study and teaching--Early works to 1800; Chron--1761; Beaumont, Richard Blackett--Bookplate",174,1,1
5c252601c34e50ab32768449bcd0ecfc,"Lemaître, Maurice, 1926---Ownership",36,1,1
5866bf79259f3a72aafa0f1183203ede,Plays--Argentina--Buenos Aires--1961,36,1,1
3b0a16f8ddd390db4d88d4134a904d0a,Astronomy--Juvenile literature,30,1,1
fe454d5d90603e7d0dd081896cf28bb,Dusun language--Conversation and phrase books--Malay; Malay language--Conversation and phrase books--English,108,1,1
cf8fd81d30f14f6e61fc9632bb39098c,"Jovin, Suzanne; Van de Velde, James; Murder--Connecticut--New Haven; Murder--Investigations--Connecticut--New Haven",115,1,1
99bcc5266c92bac7ff5919bc82d796e4,"Paris Peace Conference (1919-1920); Treaty of Versailles (1919); World War, 1914-1918--United States",100,1,1
31b172046f398082eac386d0d099fc8d,Lord's Supper,13,1,1
323ba9e3fe0d826f54e6dcb3a34396dc,"Zhu, Xi, 1130-1200--Criticism and interpretation; 朱熹, 1130-1200--Criticism and interpretation",93,1,1
a8d65b3f57d8e2470d3a273df556112,Anthroposophy; Love--History,28,1,1
55d41fc0a42cd6d6b0c09d17c609de69,"Metaphysics; Heidegger, Martin, 1889-1976",41,1,1
98498da8ea9e13c90382eeab25e240b1,Anthroposophy; Christianity and other religions,47,1,1
365b58cb48bdbf24d318a1ef35641154,"Angelou, Maya. I know why the caged bird sings; African American women authors--Biography--History and criticism; Women entertainers--Biography--History and criticism; Autobiography",181,1,1
a5a224ee715a835cbb6ec599d46bb2a0,"Faulkner, William, 1897-1962--Criticism and interpretation; Hemingway, Ernest, 1899-1961--Criticism and interpretation; Shalev, Meir, 1948-2023--Criticism and interpretation; שלו, מאיר",184,1,1
1621d4a12af342e7bddc99f25fb0199d,"Mills, John, 1908-2005; Actors--Great Britain--Biography",56,1,1
fa5ce11bbde20f2434c390bfb38f9f50,Radar meteorology--Data processing,34,1,1
c8da473df753c1e4940b696a6b3c90be,"Coleridge, Samuel Taylor, 1772-1834; Coleridge, Samuel Taylor, 1772-1834. Rime of the ancient mariner--Film and video adaptations; Sea poetry; English poetry",157,1,1
64485523889000e765b1b1626af4c13c,"Stebbins, Frederick Haile--Bookplate",36,1,1
904be83a6afe9bbff870af967ee9d2d0,"Hogarth, William, 1697-1764; Stebbins, Frederick Haile--Bookplate",65,1,1
7c11131a4628d7fb471dd36fd6bf7e2d,"Thanksgiving Day--Sermons; Bible. Psalms, C, 4--Sermons",55,1,1
30d238b3b0d5c6aa5ba2e8beb91099e3,Methodism--England--United States--Biography; Methodist Church--History; World Christianity--1998,97,1,1
b84a5e0a7477aa716608e459b1873bd2,"Sumner, Samuel, 1765-1836; Bible. Chronicles, 1st, XXII, 11--Sermons; Sermons, American--Early works to 1800; Amer tracts--1791; Massachusetts. Worcester. 1791.; Brinley, George, 1817-1875--Ownership; Wright, Phineas, 1747-1802--Presentation inscription from S. Sumner; Sumner, Samuel--Presentation inscription to P. Wright",323,1,1
afd199b9558dfcbe02fa5cb02e19585f,"Church of England--Sermons--17th century; Bible. N.T. Acts XXIV, 16--Sermons; Conscience--Religious aspects--Christianity--Sermons; Brit tracts--1691",149,1,1
558eda3ae8d12bb8a697965adb836fd0,"Clay, Henry, 1777-1852; Jackson, Andrew, 1767-1845; Adams, John Quincy, 1767-1848; Presidents--United States--Election--1824; United States--Politics and government--1817-1825; Amer tracts--1827; Yale College (1718-1887). Library--Inscription",242,1,1
10d3acb7ed68551a714afae03e903653,"Portrait photography--France; Authors, French--Portraits; Coffeehouses--France--Paris--Pictorial works; Restaurants--France--Paris--Pictorial works; Writers in Cafés - Photographs; Palmquist, Peter E.--Ownership",212,1,1
cb087b748e6888a3bdae5ec7210e62b2,"Bible. N.T. Matthew VII, 12--Sermons; Golden rule--Sermons; Sermons, English--17th century; Brit tracts--1709",109,1,1
e7a57fb99840df3c7d388494a0a21978,Church of England--History; Oxford movement,43,1,1
dcd9ca348ab793f8a4a1912bdba35ec7,"Saatchi Collection--Catalogs; Art, British--England--London--Catalogs; Art, Modern--20th century--England--London--Catalogs",123,1,1
29a1b0379062177782a758e3dd938fe5,"Dragons--Juvenile fiction; Imaginary places--Juvenile fiction; Friendship--Juvenile fiction; Rowe, Ronald--Autograph",116,1,1
42100f5df9c8e457fae0814b939bc102,Feature films; Musicals; Wizard of Oz (Fictitious character)--Drama; Oz (Imaginary place)--Drama; Films for the hearing impaired,128,1,1
8179b9516c992450b467cb54555727a7,"Chinese language--Lexicology, Historical; Sima, Qian, approximately 145 B.C.-approximately 86 B.C. Shi ji; 司馬遷, approximately 145 B.C.-approximately 86 B.C. 史記",159,1,1
f00aa31e83e325ac1fd7b0e7a0dd600c,"Schweitzer, Albert, 1875-1965; Niederstein, Peter",49,1,1
139083958becaea29dc8e39a783bccd0,"Schweitzer, Albert, 1875-1965",29,1,1
f10025ad50a5da10c13a49fbb6220057,"Mauriac, François, 1885-1970--Homes and haunts--France--Saint-Macaire; Château Malagar (Saint-Macaire, France); Mauriac, Jean--Interviews",139,1,1
b089d990aadc065a75ea871e74ad0e7b,"Walter, of Chantillon, fl. 1170-1180. Alexandreis; Lucan. Pharsalia; Alexander, the Great, 356-323 B.C.--Romances",113,1,1
3f3119c5205de9d88c1420b2fcd60a9e,Musicals--Excerpts; Songs (High voice) with piano; African Americans--Songs and music; Slavery--United States--Songs and music,126,1,1
76490f2f3f4f6c26b6b8d061d8d23d3f,Popular music--United States--1921-1930; Musicals--Excerpts--Vocal scores with piano,84,1,1
315f6de3d5b63bf654bf5d7687053869,"Photography, Artistic; Photography, Abstract; Chiarenza, Carl",61,1,1
cfbb463df28e95e8c38831cf71f49585,"Plumsted, Clement, 1680-1745; Repentance; Funeral sermons--1745",63,1,1
10a2042fa8a33f8761c3890a1e20abf,Photography in archaeology,26,1,1
e01b1b595e0e7b627961011f0ae0fece,Religion--History,17,1,1
47e49c542905d9d51a49ddf0fe8a517a,"Neal, Stephen W.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",100,1,1
b7a466789a95ac34bbf78137bc4cdcd4,"Scott, L.K.; United States. War Department. Ordnance Dept.; Defense contracts; Government contractors; Gunsights; International claims; Inventions; Patent infringement; Patents; Royalties (Copyright and patent); Great Britain",225,1,1
8e0fa048a9a87d3af563330643ad83b7,"Adams, E.P.; Claims; Customs administration; Hay; Tariffs and duties; Tax collection; Saint Albans, Vermont",107,1,1
21c9ceabe2a685afd42c4af97f020f60,"Carter, Charles; Claims; Disabled veterans; Military pensions",61,1,1
f1cacc6165709457ac7a540f1e89abd7,"Limpert, George C.; Claims; Military pensions; United States. Civil War (1861-1865)",83,1,1
8001c4788daf6302d51b97649fa4454f,"Dustin, William; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",99,1,1
e8d37c2ee58db5277a89e97f4e2dc2d7,"Sanborn, Henry; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",98,1,1
d6ce03737cdf079ab951bdd6676e8afa,"Stevens, Francis E.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",103,1,1
7639579d38d7312b25ade94ddcaf4d96,"Brown, Abraham S.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",101,1,1
101e04c6c14b329ae95114f207818b89,Customs administration; Executive reorganization; Ports of entry,64,1,1
228ec7fa19e9f5e28f448c5b185a09f5,"Cushman, Benjamin S.; Cushman, Charles H.; Cushman, Ellen S.; Claims; Military pensions; Survivors' benefits; United States. Civil War (1861-1865)",146,1,1
48e0e2851aade4305f510356f1d46a4,"Peavey, Daniel; Peavey, Hannah; Claims; Military pensions; Survivors' benefits; United States. Civil War (1861-1865)",116,1,1
c431625fcb9ea8e8504c6d9ef9779718,"O'Hare, Mary E.; O'Hare, Peter; United States. Dept. of the Navy.; Accidents; Claims; Drowning; Military pensions; Sailors; Survivors' benefits",143,1,1
d11341dca159af33f28c4ffac48804d0,"Tobey, James O.; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",99,1,1
3da7c632358172e4687ad83ea186a6e3,"Morrill, Ezekiel; Claims; Disabled veterans; Military pensions; United States. Civil War (1861-1865)",100,1,1
