hash,string,length,frequency,field_count
4df70048835da4af66ef8bf7b505d171,"Subject: Zhu, Xi, 1130-1200朱熹, 1130-1200
Title: Zhuzi shi zhong de si xiang yan jiu; 朱子詩中的思想研究
Attribution: Shen Meizi zhu申美子著
Subjects: Zhu, Xi, 1130-1200--Criticism and interpretation; 朱熹, 1130-1200--Criticism and interpretation; Zhu, Xi, 1130-1200--Poetic works; 朱熹, 1130-1200--Poetic works
Provision information: Taibei Shi: Wen shi zhe chu ban she, Minguo 77 [1988]; 台北市: 文史哲出版社, 民國77 [1988]; Chu ban; 初版",409,2,2
feccbbaa13e180d66883662230122225,"Contributor: Bolton, Robert, 1572-1631
Title: Helpes to humiliation
Subjects: Repentance--Early works to 1800; Humility--Christianity
Provision information: Printed at London: By T. Cotes, for Peter Whaly, dwelling in North-Hampton, 1630",237,2,2
cb0eef3e2c0e4c621c8ce410d8121cb7,"Contributor: Bolton, Robert
Title: The vvorkes of the reverend, truly pious, and judicously learned Robert Bolton: Batchelour in Divinity, late fellow of Brasen-Nose Colledge in Oxford and Rector of Broughton in Northhampton-Shire
Related work: Instrvctions for a right comforting afflicted consciences
Attribution: as they were finished by himself in his life time ; the life and death of the author, by E.B. ... ; a discourse about the state of true happiness, directions for a comfortable walking with God, instructions for a right comforting afflicted consciences, &c, his foure last things, death, judgement, hell, and heaven, &c., his funeral sermon, by Nicholas Estwick
Subjects: Conscience
Genres: Biographies
Provision information: London: Printed by George Miller, 1641",779,2,2
79e6ca803bee1cf653b4703b808f013f,"Contributor: Bolton, Robert, 1572-1631
Title: The vvorkes of the reverend, truly pious, and judicously learned Robert Bolton: Batchelour in Divinity, late fellow of Brasen-Nose Colledge in Oxford and Rector of Broughton in Northhampton-Shire
Attribution: as they were finished by himself in his life time ; the life and death of the author, by E.B. ... ; a discourse about the state of true happiness, directions for a comfortable walking with God, instructions for a right comforting afflicted consciences, &c, his foure last things, death, judgement, hell, and heaven, &c., his funeral sermon, by Nicholas Estwick
Subjects: Conscience
Genres: Biographies
Provision information: London: Printed by George Miller, 1641",718,2,2
172af77d6dba3ede04bf7c04beb6c307,"Subject: Sima, Qian, approximately 145 B.C.-approximately 86 B.C.司馬遷, approximately 145-approximately 86 B.C.
Title: Shi ji zhi yi; 史記志疑
Attribution: Liang Yusheng zhuan梁玉繩撰
Subjects: Sima, Qian, approximately 145 B.C.-approximately 86 B.C. Shi ji; 司馬遷, approximately 145-approximately 86 B.C. 史記; Shi ji (Sima, Qian); China--History--To 221 B.C; China--History--Qin dynasty, 221-207 B.C; China--History--Han dynasty, 202 B.C.-220 A.D; China; To 220
Genres: History
Provision information: Beijing: Zhonghua shu ju, Xin hua shu dian Beijing fa xing suo fa xing, 1981; 北京: 中華書局, 新華書店北京发行所发行, 1981; Di 1 ban; 第1版",609,2,2
df465af62ae9ae1a1038ad2f4e2dd0f,"Subject: Rowlandson, Thomas, 1756-1827
Title: Rowlandson : watercolours and drawings
Attribution: [by] John Hayes
Subjects: Rowlandson, Thomas
Genres: Biographies
Provision information: London: Phaidon Press Limited, 1972; New York: Distributed by Praeger Publishers",266,2,2
437f1c9c82066ed2a79391abab7aff7c,"Contributor: Bolton, Robert, 1572-1631
Title: Twenty considerations against sin
Attribution: by the eminently pious, greatly learned, and venerable divine Mr. Robert Bolton. ; Extracted from that judicious, close, and practical treatise of his, entituled, Instructions for a right comforting afflicted consciences. ; [Five lines of Scripture texts]
Subjects: Sin
Provision information: Philadelphia: Printed and sold by William Bradford, at the Sign of the Bible, in Second-Street, MDCCLIII. [1753]",498,2,2
f3eadc773ef6cc23b0d9de00994865b4,"Contributor: Bolton, Robert, 1572-1631
Title: Twenty considerations against sin
Related work: Instructions for a right comforting afflicted consciences
Attribution: by the eminently pious, greatly learned, and venerable divine Mr. Robert Bolton. ; Extracted from that judicious, close, and practical treatise of his, entituled, Instructions for a right comforting afflicted consciences. ; [Five lines of Scripture texts]
Subjects: Sin
Provision information: Philadelphia: Printed and sold by William Bradford, at the Sign of the Bible, in Second-Street, MDCCLIII. [1753]",570,2,2
c98c6f9387966bbd26231e024006b830,"Subject: Baum, L. Frank (Lyman Frank), 1856-1919
Title: Oz: the hundredth anniversary celebration
Attribution: edited by Peter Glassman
Subjects: Baum, L. Frank (Lyman Frank), 1856-1919. Wizard of Oz--Juvenile literature; Children--Books and reading--United States--History--20th century--Juvenile literature; Children's stories, American--History and criticism--Juvenile literature; Fantasy fiction, American--History and criticism--Juvenile literature; Oz (Imaginary place)--Juvenile literature; Baum, L. Frank (Lyman Frank), 1856-1919. Wizard of Oz; American literature--History and criticism; Oz (Imaginary place); Sendak, Maurice--Autograph; Cannon, Jannell--Autograph; DePaola, Tomie, 1934---Autograph; Zelinsky, Paul O.--Auograph; Shulevitz, Uri, 1935---Autograph; Hyman, Trina Schart--Autograph; Joyce, William, 1945---Autograph; Egielski, Richard--Autograph; Goode, Diane--Autograph; McKinley, Robin--Autograph; Dillon, Leo--Autograph; Dillon, Diane--Autograph; L'Engle, Madeleine--Autograph; Teague, Mark--Autograph; Feiffer, Jules--Autograph; Martin, Ann M., 1955---Autograph; Craft, Kinuko--Autograph; Chorao, Kay--Autograph; Foreman, Michael, 1938---Autograph; Buehner, Mark--Autograph; Babbitt, Natalie--Autograph; Sís, Peter, 1949---Autograph; Degen, Bruce--Autograph; Van Allsburg, Chris--Autograph; Hague, Michael--Autograph; Howell, Troy--Autograph; Watson, Richard Jesse--Autograph; Alexander, Lloyd--Autograph; Carle, Eric--Autograph
Genres: Fiction
Provision information: New York: HarperCollins Publishers, c2000; 1st ed.",1544,2,2
596734cfa05cfa322b41e9e6183d302c,"Contributor: Owen, David, -1623
Title: A perswasion to loyalty, or, The subiect's dutie: vvherein is proved that resisting or deposing of kings (under what specious pretences soever couched) is utterly unlawful
Attribution: collected by D.O.
Subjects: Great Britain--History--Charles I, 1625-1649
Provision information: London: Printed for George Badger, 1642",359,2,2
61130dfd9a86c05fd25793abdd10f2a,"Subject: Mauriac, François, 1885-1970
Title: L'esprit critique dans l'œuvre journalistique de François Mauriac: 1905-1970
Attribution: Laurence Granger
Subjects: Mauriac, François, 1885-1970--Criticism and interpretation; Mauriac, François, 1885-1970--Bibliography; French literature--20th century--History and criticism; France--Social conditions--20th century
Provision information: Lille: Atelier national de reproduction des thèses, [2007?]",449,2,2
ea1902c70c5c791890b6789a1a92d4d5,"Subject: Newman, John Henry, 1801-1890
Title: Mystery and religion: Newman's epistemology of religion
Attribution: Clyde Nabe
Subjects: Newman, John Henry; Faith and reason--Christianity--History of doctrines--19th century; Knowledge, Theory of (Religion)--History of doctrines--19th century; Erkenntnistheorie; Glaube; Religion; Wissen; Knowledge, Theory of (Religion)--History of doctrines; 1800-1899
Provision information: Lanham: University Press of America, ©1988",468,2,2
64b9c2641e803eeb5a3bccc8d42c9cd3,"Subject: Faulkner, William, 1897-1962
Title: Reading Faulkner
Variant titles: Unvanquished
Attribution: by James C. Hinkle and Robert McCoy
Subjects: Faulkner, William, 1897-1962. Unvanquished; Faulkner, William, 1897-1962--Language--Glossaries, etc
Provision information: Jackson: University Press of Mississippi, c1995",320,2,2
ab60a36bd13c193210e592096abcf31,"Subject: Price, Richard, 1723-1791
Title: Letters in answer to Dr. Price's two pamphlets on civil liberty &c: with some remarks on the Parliamentary debates of last session, as they appeared in the news-papers : also copies of four letters, concerning the slavery of the colliers, coal-bearers, and salters in Scotland : addressed to the members of the House of Commons, in the year 1774
Attribution: by John Stevenson
Subjects: Price, Richard, 1723-1791. Observations on the nature of civil liberty, the principles of government, and the justice and policy of the war with America; Price, Richard, 1723-1791. Additional observations on the nature and value of civil liberty; United States--Politics and government--1775-1783; Working class--Scotland
Provision information: London: Printed for the author, and sold by G. Burnett [etc.], 1778",841,2,2
dd9636235a3ea26e5065d04e8a547496,"Contributor: Mauriac, François, 1885-1970
Title: Le cahier noir: (The black note book) ...
Subjects: World War, 1939-1945--France
Provision information: Londres: [Burrup, Mathieson & Co., Ltd.], [1944]",202,2,2
b7b7aba29edda46adada7d47bf30f424,"Subject: Butler, John
Title: Earliest New Zealand: the journals and correspondence of the Rev. John Butler
Attribution: compiled by R.J. Barton
Subjects: Butler, John--Diaries; Butler, John--Correspondence; Church Missionary Society; Missions--New Zealand
Provision information: [Place of publication not identified]: [publisher not identified], 1927",350,2,2
fcabebfd0ae4ff88765bf42e3b235041,"Associated person: Campos, Haroldo de
Title: Noigandres
Subjects: Brazilian poetry--20th century--Periodicals; Pound, Ezra, 1885-1972--Ownership; Laughlin, James, 1914---Presentation inscription from A. de Campos; Campos, Augusto de--Presentation inscription to J. Laughlin; Laughlin, James, 1914---Presentation inscription from H. de Campos; Campos, Haroldo de--Presentation inscription to J. Laughlin; Campos, Haroldo de--Autograph presentation inscription to R. M. Morse; Laughlin, James, 1914---Presentation inscription from D. Pignatares; Pignatari, Décio---Presentation inscription to J. Laughlin; Pignatari, Décio---Autograph presentation inscription to R. M. Morse; Morse, Richard M. (Richard McGee), 1922-2001--Autograph presentation inscription from H. de Campos; Morse, Richard M. (Richard McGee), 1922-2001--Autograph presentation inscription from D. Pignatari
Genres: Concrete poetry; Little magazines
Provision information: São Paulo: M. Ohno, 1952-",966,2,2
6d1b17de0ea30e99a8160d52d8dc047d,"Subject: Joyce, James, 1882-1941
Title: Joyce and the law of the father
Attribution: Frances L. Restuccia
Subjects: Joyce, James, 1882-1941--Criticism and interpretation; Joyce, James, 1882-1941--Knowledge--Psychology; Joyce, James 1882-1941; Joyce, James; Psychological fiction, English--History and criticism; Fathers in literature; Patriarchy in literature; Ireland--In literature; Literature; Psychological fiction, English; Ireland
Genres: Criticism, interpretation, etc.
Provision information: New Haven: Yale University Press, ©1989",539,2,2
380ae4d51b2f642a8b8c8fe75fa4dea7,"Subject: Faulkner, William
Title: Faulkner's revision of Sanctuary: a collation of the unrevised galleys and the published book
Subjects: Faulkner, William, 1897-1962. Sanctuary; Faulkner, William, 1897-1962--Manuscripts; Manuscripts, American; Faulkner, William. Sanctuary; Faulkner, William--Manuscripts; Fiction in English; American writers; Sanctuary; Textual criticism
Provision information: Austin: University of Texas Press, [1972]",438,2,2
d88dad66fe90fdd3c8163f7ae9073f25,"Associated person: Owen, Robert, 1771-1858
Title: An address delivered to the inhabitants of New Lanark, on the first of January, 1816: at the opening of the Institution establish for the formation of character
Attribution: by Robert Owen
Subjects: Owen, Robert, 1771-1858--Inscription; Owen, Robert, 1771-1858--Autograph; New Lanark Establishment; Communism--Great Britain
Provision information: London: Longman, Hurst, Rees, Orme, and Brown [etc., etc.], 1816; 2nd ed.",470,2,2
